,2008년12월_총인구수,2009년12월_총인구수,2010년12월_총인구수,2011년12월_총인구수,2012년12월_총인구수,2013년12월_총인구수,2014년12월_총인구수,2015년12월_총인구수,2016년12월_총인구수,2017년12월_총인구수,행정구역
1,31676.0,33508.0,33598.0,33214.0,33051.0,32901.0,32636.0,33215.0,32796.0,32552.0,서울특별시 양천구 목1동(1147051000)
2,32053.0,31810.0,32039.0,31627.0,31733.0,31587.0,30916.0,31458.0,31714.0,31749.0,서울특별시 양천구 목2동(1147052000)
3,23599.0,23555.0,23438.0,23239.0,23078.0,23007.0,22697.0,21858.0,21814.0,22032.0,서울특별시 양천구 목3동(1147053000)
4,29394.0,29148.0,29143.0,28775.0,28592.0,28551.0,28135.0,27872.0,27763.0,27390.0,서울특별시 양천구 목4동(1147054000)
5,47545.0,46960.0,46549.0,46046.0,45654.0,45464.0,44670.0,44469.0,43922.0,43698.0,서울특별시 양천구 목5동(1147055000)
6,24878.0,24758.0,24829.0,24812.0,24568.0,24290.0,23982.0,23476.0,22989.0,22591.0,서울특별시 양천구 신월1동(1147056000)
7,23572.0,23211.0,21008.0,20523.0,20966.0,21116.0,22802.0,23208.0,23330.0,23089.0,서울특별시 양천구 신월2동(1147057000)
8,18275.0,18684.0,18802.0,18487.0,17766.0,17613.0,17262.0,18200.0,18022.0,17414.0,서울특별시 양천구 신월3동(1147058000)
9,18466.0,18422.0,19255.0,19269.0,19195.0,19502.0,19565.0,19822.0,19908.0,19566.0,서울특별시 양천구 신월4동(1147059000)
10,15454.0,16048.0,16318.0,16105.0,16246.0,16410.0,16269.0,16346.0,16231.0,15916.0,서울특별시 양천구 신월5동(1147060000)
11,15424.0,15109.0,14454.0,13406.0,12965.0,12512.0,12175.0,11776.0,7899.0,7038.0,서울특별시 양천구 신월6동(1147061000)
12,26353.0,26227.0,26346.0,25479.0,25073.0,24635.0,23923.0,23767.0,23347.0,23002.0,서울특별시 양천구 신월7동(1147061100)
13,24828.0,24528.0,24324.0,21689.0,19919.0,19510.0,19124.0,18809.0,21667.0,21667.0,서울특별시 양천구 신정1동(1147062000)
14,23184.0,22927.0,22974.0,22693.0,22448.0,22333.0,21916.0,21817.0,21359.0,21132.0,서울특별시 양천구 신정2동(1147063000)
15,49766.0,48819.0,48679.0,57010.0,57475.0,56753.0,55516.0,54786.0,52297.0,50297.0,서울특별시 양천구 신정3동(1147064000)
16,36245.0,36712.0,36900.0,37084.0,37085.0,36745.0,35855.0,35508.0,35586.0,35731.0,서울특별시 양천구 신정4동(1147065000)
17,28030.0,27706.0,27501.0,27406.0,27068.0,26865.0,26518.0,26347.0,25891.0,25718.0,서울특별시 양천구 신정6동(1147067000)
18,33601.0,33263.0,33844.0,33346.0,33029.0,32734.0,32260.0,31798.0,31204.0,30572.0,서울특별시 양천구 신정7동(1147068000)
1,41853.0,41888.0,42751.0,42498.0,42535.0,42444.0,42116.0,41947.0,40967.0,40772.0,서울특별시 강서구 염창동(1150051000)
2,21211.0,21126.0,21380.0,21790.0,22229.0,22723.0,22680.0,22418.0,22806.0,23288.0,서울특별시 강서구 등촌제1동(1150052000)
3,22977.0,22674.0,22716.0,22478.0,22168.0,22090.0,21663.0,21599.0,21958.0,22140.0,서울특별시 강서구 등촌제2동(1150053000)
4,38856.0,38433.0,38064.0,37642.0,37342.0,36913.0,35899.0,35346.0,34723.0,34029.0,서울특별시 강서구 등촌제3동(1150053500)
5,50333.0,50614.0,51616.0,51029.0,51108.0,51761.0,51400.0,52121.0,53252.0,53666.0,서울특별시 강서구 화곡제1동(1150054000)
6,20671.0,20699.0,20890.0,20530.0,20472.0,20358.0,19998.0,19977.0,20157.0,20101.0,서울특별시 강서구 화곡제2동(1150055000)
7,24221.0,24281.0,24184.0,24195.0,24117.0,24107.0,23603.0,23395.0,22995.0,22721.0,서울특별시 강서구 화곡제3동(1150056000)
8,22847.0,23039.0,23061.0,23039.0,23136.0,23336.0,22861.0,23021.0,22935.0,22772.0,서울특별시 강서구 화곡제4동(1150057000)
9,35705.0,36265.0,36514.0,36574.0,36711.0,36926.0,36213.0,36170.0,36210.0,36191.0,서울특별시 강서구 화곡본동(1150059000)
10,24692.0,24913.0,25119.0,25043.0,25230.0,25806.0,25567.0,25550.0,25582.0,24897.0,서울특별시 강서구 화곡제6동(1150059100)
11,27373.0,27632.0,27658.0,27505.0,27449.0,27474.0,27167.0,26862.0,26745.0,26613.0,서울특별시 강서구 화곡제8동(1150059300)
12,21722.0,21230.0,20967.0,20628.0,20412.0,22051.0,23391.0,24787.0,27309.0,32305.0,서울특별시 강서구 가양제1동(1150060300)
13,19001.0,18653.0,18442.0,18152.0,17852.0,17461.0,16985.0,16668.0,16338.0,16154.0,서울특별시 강서구 가양제2동(1150060400)
14,19963.0,19634.0,19377.0,19074.0,18718.0,18440.0,17911.0,17575.0,17164.0,16659.0,서울특별시 강서구 가양제3동(1150060500)
15,31889.0,33506.0,33633.0,33207.0,33093.0,33201.0,39537.0,40215.0,39715.0,39220.0,서울특별시 강서구 발산제1동(1150061100)
16,45505.0,40470.0,40407.0,39960.0,39703.0,39595.0,44717.0,46855.0,46657.0,46532.0,서울특별시 강서구 우장산동(1150061500)
17,21593.0,21323.0,21614.0,21368.0,21283.0,21166.0,20345.0,20019.0,23624.0,27554.0,서울특별시 강서구 공항동(1150062000)
18,31321.0,31718.0,31391.0,30780.0,30682.0,30412.0,41863.0,43512.0,45950.0,46345.0,서울특별시 강서구 방화제1동(1150063000)
19,26644.0,26507.0,26370.0,25957.0,25850.0,25706.0,25054.0,24930.0,24780.0,24490.0,서울특별시 강서구 방화제2동(1150064000)
20,28471.0,28231.0,27973.0,27623.0,27341.0,27100.0,26190.0,26107.0,25618.0,25242.0,서울특별시 강서구 방화제3동(1150064100)
1,36676.0,36754.0,36987.0,37790.0,37954.0,37784.0,37444.0,37880.0,37850.0,37513.0,서울특별시 구로구 신도림동(1153051000)
2,23265.0,23204.0,23167.0,23142.0,23040.0,22757.0,22459.0,22415.0,22164.0,21893.0,서울특별시 구로구 구로제1동(1153052000)
3,34816.0,33984.0,34151.0,32993.0,32287.0,31517.0,30316.0,29017.0,27918.0,26959.0,서울특별시 구로구 구로제2동(1153053000)
4,26535.0,26985.0,27496.0,27478.0,27674.0,27659.0,27337.0,26820.0,26322.0,25756.0,서울특별시 구로구 구로제3동(1153054000)
5,27181.0,27315.0,27243.0,26563.0,26457.0,25868.0,25128.0,24155.0,23407.0,22522.0,서울특별시 구로구 구로제4동(1153055000)
6,31927.0,31774.0,31548.0,31536.0,31764.0,31932.0,31647.0,31247.0,31325.0,30828.0,서울특별시 구로구 구로제5동(1153056000)
7,0.0,,,,,,,,,,서울특별시 구로구 구로본동(1153056500)
8,15741.0,15364.0,15450.0,14481.0,13668.0,12874.0,12093.0,11309.0,10718.0,10121.0,서울특별시 구로구 가리봉동(1153059500)
9,26506.0,26146.0,26228.0,25687.0,25285.0,25288.0,25335.0,25314.0,25005.0,24530.0,서울특별시 구로구 고척제1동(1153072000)
10,28374.0,30942.0,31446.0,31299.0,31221.0,31040.0,30309.0,29956.0,29838.0,29611.0,서울특별시 구로구 고척제2동(1153073000)
11,37739.0,37063.0,36513.0,34309.0,33912.0,33368.0,35144.0,35050.0,34823.0,34107.0,서울특별시 구로구 개봉제1동(1153074000)
12,36257.0,35672.0,35488.0,34871.0,34873.0,34875.0,34562.0,34378.0,34262.0,33831.0,서울특별시 구로구 개봉제2동(1153075000)
13,22801.0,22518.0,22334.0,22013.0,22347.0,22239.0,21982.0,22115.0,21905.0,21864.0,서울특별시 구로구 개봉제3동(1153076000)
14,0.0,,,,,,,,,,서울특별시 구로구 개봉본동(1153076500)
15,21046.0,20943.0,21002.0,20835.0,21021.0,21048.0,21308.0,21385.0,21285.0,20928.0,서울특별시 구로구 오류제1동(1153077000)
16,29847.0,29422.0,29274.0,38644.0,40299.0,40896.0,45135.0,45509.0,45144.0,44789.0,서울특별시 구로구 오류제2동(1153078000)
17,22084.0,23881.0,25409.0,25827.0,25718.0,25819.0,25632.0,25542.0,25585.0,25490.0,서울특별시 구로구 수궁동(1153079000)
1,19004.0,19121.0,19730.0,19629.0,19523.0,19349.0,19439.0,19628.0,19520.0,19799.0,서울특별시 금천구 가산동(1154551000)
2,31618.0,32165.0,32061.0,31687.0,31838.0,31711.0,31641.0,31297.0,34290.0,37052.0,서울특별시 금천구 독산제1동(1154561000)
3,24167.0,23847.0,23824.0,23311.0,22806.0,22522.0,21961.0,21804.0,21287.0,20856.0,서울특별시 금천구 독산제2동(1154562000)
4,29570.0,29023.0,29418.0,28681.0,28279.0,27845.0,27205.0,26942.0,26251.0,25971.0,서울특별시 금천구 독산제3동(1154563000)
5,19987.0,19850.0,19839.0,19343.0,19234.0,18753.0,18262.0,17925.0,17255.0,17033.0,서울특별시 금천구 독산제4동(1154564000)
6,32107.0,31902.0,31876.0,34287.0,36106.0,36290.0,36291.0,36089.0,35924.0,35275.0,서울특별시 금천구 시흥제1동(1154567000)
7,25995.0,25776.0,25679.0,25304.0,25166.0,24930.0,24659.0,24328.0,24030.0,23636.0,서울특별시 금천구 시흥제2동(1154568000)
8,13152.0,12813.0,12834.0,12703.0,12702.0,12864.0,12651.0,12530.0,12099.0,11915.0,서울특별시 금천구 시흥제3동(1154569000)
9,25859.0,25132.0,24929.0,24294.0,23991.0,23620.0,23453.0,23212.0,22504.0,22403.0,서울특별시 금천구 시흥제4동(1154570000)
10,25861.0,25206.0,25005.0,24199.0,23643.0,23136.0,22901.0,22529.0,22226.0,21214.0,서울특별시 금천구 시흥제5동(1154571000)
